Symbol,Name,ISIN,Exchange
HMVL.NS,Hindustan Media Ventures Limited,INE871K01015,NSE
HNDFDS.NS,Hindustan Foods Limited,INE254N01026,NSE
HOMEFIRST.NS,Home First Finance Company India Limited,INE481N01025,NSE
HONASA.NS,Honasa Consumer Limited,INE0J5401028,NSE
HONAUT.NS,Honeywell Automation India Limited,INE671A01010,NSE
HONDAPOWER.NS,Honda India Power Products Limited,INE634A01018,NSE
HPAL.NS,HP Adhesives Limited,INE0GSL01024,NSE
HPIL.NS,Hindprakash Industries Limited,INE05X901010,NSE
HPL.NS,HPL Electric & Power Limited,INE495S01016,NSE
HSCL.NS,Himadri Speciality Chemical Limited,INE019C01026,NSE
HTMEDIA.NS,HT Media Limited,INE501G01024,NSE
HUBTOWN.NS,Hubtown Limited,INE703H01016,NSE
HUDCO.NS,Housing & Urban Development Corporation Limited,INE031A01017,NSE
HUHTAMAKI.NS,Huhtamaki India Limited,INE275B01026,NSE
HYBRIDFIN.NS,Hybrid Financial Services Limited,INE965B01022,NSE
HYUNDAI.NS,Hyundai Motor India Limited,INE0V6F01027,NSE
IBULLSLTD.NS,Indiabulls Limited,INE126M01010,NSE
ICEMAKE.NS,Ice Make Refrigeration Limited,INE520Y01019,NSE
ICICIAMC.NS,ICICI Prudential Asset Management Company Limited,INE346A01027,NSE
ICICIBANK.NS,ICICI Bank Limited,INE090A01021,NSE
ICICIGI.NS,ICICI Lombard General Insurance Company Limited,INE765G01017,NSE
ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited,INE726G01019,NSE
ICIL.NS,Indo Count Industries Limited,INE483B01026,NSE
ICRA.NS,ICRA Limited,INE725G01011,NSE
IDBI.NS,IDBI Bank Limited,INE008A01015,NSE
IDEA.NS,Vodafone Idea Limited,INE669E01016,NSE
IDEAFORGE.NS,Ideaforge Technology Limited,INE349Y01013,NSE
IDFCFIRSTB.NS,IDFC First Bank Limited,INE092T01019,NSE
IEX.NS,Indian Energy Exchange Limited,INE022Q01020,NSE
IFBAGRO.NS,IFB Agro Industries Limited,INE076C01018,NSE
IFBIND.NS,IFB Industries Limited,INE559A01017,NSE
IFCI.NS,IFCI Limited,INE039A01010,NSE
IFGLEXPOR.NS,IFGL Refractories Limited,INE133Y01011,NSE
IGARASHI.NS,Igarashi Motors India Limited,INE188B01013,NSE
IGCL.NS,Indogulf Cropsciences Limited,INE05J901018,NSE
IGIL.NS,International Gemological Institute Limited,INE0Q9301021,NSE
IGL.NS,Indraprastha Gas Limited,INE203G01027,NSE
IGPL.NS,IG Petrochemicals Limited,INE204A01010,NSE
IIFL.NS,IIFL Finance Limited,INE530B01024,NSE
IIFLCAPS.NS,IIFL Capital Services Limited,INE489L01022,NSE
IITL.NS,Industrial Investment Trust Limited,INE886A01014,NSE
IKIO.NS,IKIO Technologies Limited,INE0LOJ01019,NSE
IKS.NS,Inventurus Knowledge Solutions Limited,INE115Q01022,NSE
IMAGICAA.NS,Imagicaaworld Entertainment Limited,INE172N01012,NSE
IMFA.NS,Indian Metals & Ferro Alloys Limited,INE919H01018,NSE
IMPAL.NS,India Motor Parts and Accessories Limited,INE547E01014,NSE
INA.NS,Insolation Energy Limited,INE0LGX01024,NSE
INCREDIBLE.NS,INCREDIBLE INDUSTRIES LIMITED,INE452L01012,NSE
INDBANK.NS,Indbank Merchant Banking Services Limited,INE841B01017,NSE
INDGN.NS,Indegene Limited,INE065X01017,NSE
INDHOTEL.NS,The Indian Hotels Company Limited,INE053A01029,NSE
INDIACEM.NS,The India Cements Limited,INE383A01012,NSE
INDIAGLYCO.NS,India Glycols Limited,INE560A01023,NSE
INDIAMART.NS,Indiamart Intermesh Limited,INE933S01016,NSE
INDIANB.NS,Indian Bank,INE562A01011,NSE
INDIANCARD.NS,Indian Card Clothing Company Limited,INE061A01014,NSE
INDIANHUME.NS,Indian Hume Pipe Company Limited,INE323C01030,NSE
INDIASHLTR.NS,India Shelter Finance Corporation Limited,INE922K01024,NSE
INDIGO.NS,InterGlobe Aviation Limited,INE646L01027,NSE
INDIGOPNTS.NS,Indigo Paints Limited,INE09VQ01012,NSE
INDIQUBE.NS,Indiqube Spaces Limited,INE06ST01018,NSE
INDNIPPON.NS,India Nippon Electricals Limited,INE092B01025,NSE
INDOAMIN.NS,Indo Amines Limited,INE760F01028,NSE
INDOBORAX.NS,Indo Borax & Chemicals Limited,INE803D01021,NSE
INDOCO.NS,Indoco Remedies Limited,INE873D01024,NSE
INDOFARM.NS,Indo Farm Equipment Limited,INE622H01018,NSE
INDORAMA.NS,Indo Rama Synthetics (India) Limited,INE156A01020,NSE
INDOSTAR.NS,IndoStar Capital Finance Limited,INE896L01010,NSE
INDOTECH.NS,Indo Tech Transformers Limited,INE332H01014,NSE
INDOTHAI.NS,Indo Thai Securities Limited,INE337M01021,NSE
INDOUS.NS,Indo Us Biotech Limited,INE250Z01010,NSE
INDPRUD.NS,Industrial & Prudential Investment Company Limited,INE620D01011,NSE
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,INE681B01017,NSE
INDSWFTLAB.NS,Ind-Swift Laboratories Limited,INE915B01019,NSE
INDTERRAIN.NS,Indian Terrain Fashions Limited,INE611L01021,NSE
INDUSINDBK.NS,IndusInd Bank Limited,INE095A01012,NSE
INDUSTOWER.NS,Indus Towers Limited,INE121J01017,NSE
INFOBEAN.NS,InfoBeans Technologies Limited,INE344S01016,NSE
INFOMEDIA.NS,Infomedia Press Limited,INE669A01022,NSE
INFY.NS,Infosys Limited,INE009A01021,NSE
INGERRAND.NS,Ingersoll Rand (India) Limited,INE177A01018,NSE
INNOVACAP.NS,Innova Captab Limited,INE0DUT01020,NSE
INNOVANA.NS,Innovana Thinklabs Limited,INE403Y01018,NSE
INNOVISION.NS,Innovision Limited,INE0ADB01012,NSE
INOXGREEN.NS,Inox Green Energy Services Limited,INE510W01014,NSE
INOXINDIA.NS,INOX India Limited,INE616N01034,NSE
INOXWIND.NS,Inox Wind Limited,INE066P01011,NSE
INSECTICID.NS,Insecticides (India) Limited,INE070I01018,NSE
INTELLECT.NS,Intellect Design Arena Limited,INE306R01017,NSE
INTENTECH.NS,Intense Technologies Limited,INE781A01025,NSE
INTERARCH.NS,Interarch Building Solutions Limited,INE00M901018,NSE
INTLCONV.NS,International Conveyors Limited,INE575C01027,NSE
INVENTURE.NS,Inventure Growth & Securities Limited,INE878H01024,NSE
INVPRECQ.NS,Investment & Precision Castings Limited,INE155E01016,NSE
IOB.NS,Indian Overseas Bank,INE565A01014,NSE
IOC.NS,Indian Oil Corporation Limited,INE242A01010,NSE
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,INE485C01029,NSE
IONEXCHANG.NS,ION Exchange (India) Limited,INE570A01022,NSE
IPCALAB.NS,IPCA Laboratories Limited,INE571A01038,NSE
IPL.NS,India Pesticides Limited,INE0D6701023,NSE
IRB.NS,IRB Infrastructure Developers Limited,INE821I01022,NSE
IRCON.NS,Ircon International Limited,INE962Y01021,NSE
IRCTC.NS,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,NSE
IREDA.NS,Indian Renewable Energy Development Agency Limited,INE202E01016,NSE
IRFC.NS,Indian Railway Finance Corporation Limited,INE053F01010,NSE
IRIS.NS,IRIS RegTech Solutions Limited,INE864K01010,NSE
IRISDOREME.NS,Iris Clothings Limited,INE01GN01025,NSE
IRMENERGY.NS,IRM Energy Limited,INE07U701015,NSE
ISFT.NS,Intrasoft Technologies Limited,INE566K01011,NSE
ISGEC.NS,Isgec Heavy Engineering Limited,INE858B01029,NSE
ISHANCH.NS,Ishan Dyes and Chemicals Limited,INE561M01018,NSE
ITC.NS,ITC Limited,INE154A01025,NSE
ITCHOTELS.NS,ITC Hotels Limited,INE379A01028,NSE
ITDC.NS,India Tourism Development Corporation Limited,INE353K01014,NSE
ITI.NS,ITI Limited,INE248A01017,NSE
IVALUE.NS,Ivalue Infosolutions Limited,INE056801025,NSE
IVC.NS,IL&FS Investment Managers Limited,INE050B01023,NSE
IVP.NS,IVP Limited,INE043C01018,NSE
IWP.NS,The Indian Wood Products Company Limited,INE586E01020,NSE
IXIGO.NS,Le Travenues Technology Limited,INE0HV901016,NSE
J&KBANK.NS,The Jammu & Kashmir Bank Limited,INE168A01041,NSE
JAGRAN.NS,Jagran Prakashan Limited,INE199G01027,NSE
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,INE048B01035,NSE
JAIBALAJI.NS,Jai Balaji Industries Limited,INE091G01026,NSE
JAICORPLTD.NS,Jai Corp Limited,INE070D01027,NSE
JAINREC.NS,Jain Resource Recycling Limited,INE0YD401026,NSE
JAIPURKURT.NS,Nandani Creation Limited,INE696V01013,NSE
JAMNAAUTO.NS,Jamna Auto Industries Limited,INE039C01032,NSE
JARO.NS,Jaro Institute of Technology Management and Research Limited,INE00YJ01010,NSE
JASH.NS,Jash Engineering Limited,INE039O01029,NSE
JAYAGROGN.NS,Jayant Agro Organics Limited,INE785A01026,NSE
JAYBARMARU.NS,Jay Bharat Maruti Limited,INE571B01036,NSE
JAYKAY.NS,Jaykay Enterprises Limited,INE903A01025,NSE
JAYNECOIND.NS,Jayaswal Neco Industries Limited,INE854B01010,NSE
JAYSREETEA.NS,Jayshree Tea & Industries Limited,INE364A01020,NSE
JBCHEPHARM.NS,JB Chemicals & Pharmaceuticals Limited,INE572A01036,NSE
JBMA.NS,JBM Auto Limited,INE927D01051,NSE
JETFREIGHT.NS,Jet Freight Logistics Limited,INE982V01025,NSE
JGCHEM.NS,J.G.Chemicals Limited,INE0MB501011,NSE
JINDALPHOT.NS,Jindal Photo Limited,INE796G01012,NSE
JINDALPOLY.NS,Jindal Poly Films Limited,INE197D01010,NSE
JINDALSAW.NS,Jindal Saw Limited,INE324A01032,NSE
JINDALSTEL.NS,JINDAL STEEL LIMITED,INE749A01030,NSE
JINDRILL.NS,Jindal Drilling And Industries Limited,INE742C01031,NSE
JINDWORLD.NS,Jindal Worldwide Limited,INE247D01039,NSE
JIOFIN.NS,Jio Financial Services Limited,INE758E01017,NSE
JISLDVREQS.NS,Jain Irrigation Systems Limited,IN9175A01010,NSE
JISLJALEQS.NS,Jain Irrigation Systems Limited,INE175A01038,NSE
JKCEMENT.NS,JK Cement Limited,INE823G01014,NSE
JKIL.NS,J.Kumar Infraprojects Limited,INE576I01022,NSE
JKLAKSHMI.NS,JK Lakshmi Cement Limited,INE786A01032,NSE
JKPAPER.NS,JK Paper Limited,INE789E01012,NSE
JKTYRE.NS,JK Tyre & Industries Limited,INE573A01042,NSE
JLHL.NS,Jupiter Life Line Hospitals Limited,INE682M01012,NSE
JMA.NS,Jullundur Motor Agency (Delhi) Limited,INE412C01023,NSE
JMFINANCIL.NS,JM Financial Limited,INE780C01023,NSE
JNKINDIA.NS,JNK India Limited,INE0OAF01028,NSE
JOCIL.NS,Jocil Limited,INE839G01010,NSE
JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited,INE147P01019,NSE
JPPOWER.NS,Jaiprakash Power Ventures Limited,INE351F01018,NSE
JSFB.NS,Jana Small Finance Bank Limited,INE953L01027,NSE
JSL.NS,Jindal Stainless Limited,INE220G01021,NSE
JSLL.NS,Jeena Sikho Lifecare Limited,INE0J5801029,NSE
JSWCEMENT.NS,JSW Cement Limited,INE718I01012,NSE
JSWDULUX.NS,JSW Dulux Limited,INE133A01011,NSE
JSWENERGY.NS,JSW Energy Limited,INE121E01018,NSE
JSWHL.NS,JSW Holdings Limited,INE824G01012,NSE
JSWINFRA.NS,JSW Infrastructure Limited,INE880J01026,NSE
JSWSTEEL.NS,JSW Steel Limited,INE019A01038,NSE
JTEKTINDIA.NS,Jtekt India Limited,INE643A01035,NSE
JTLIND.NS,JTL INDUSTRIES LIMITED,INE391J01032,NSE
JUBLCPL.NS,Jubilant Agri and Consumer Products Limited,INE03CC01015,NSE
JUBLFOOD.NS,Jubilant Foodworks Limited,INE797F01020,NSE
JUBLINGREA.NS,Jubilant Ingrevia Limited,INE0BY001018,NSE
JUBLPHARMA.NS,Jubilant Pharmova Limited,INE700A01033,NSE
JUNIPER.NS,Juniper Hotels Limited,INE696F01016,NSE
JUSTDIAL.NS,Just Dial Limited,INE599M01018,NSE
JWL.NS,Jupiter Wagons Limited,INE209L01016,NSE
JYOTHYLAB.NS,Jyothy Labs Limited,INE668F01031,NSE
JYOTICNC.NS,Jyoti CNC Automation Limited,INE980O01024,NSE
JYOTISTRUC.NS,Jyoti Structures Limited,INE197A01024,NSE
KABRAEXTRU.NS,Kabra Extrusion Technik Limited,INE900B01029,NSE
KAJARIACER.NS,Kajaria Ceramics Limited,INE217B01036,NSE
KALAMANDIR.NS,Sai Silks (Kalamandir) Limited,INE438K01021,NSE
KALPATARU.NS,Kalpataru Limited,INE227J01012,NSE
KALYANIFRG.NS,Kalyani Forge Limited,INE314G01014,NSE
KALYANKJIL.NS,Kalyan Jewellers India Limited,INE303R01014,NSE
KAMAHOLD.NS,Kama Holdings Limited,INE411F01010,NSE
KAMATHOTEL.NS,Kamat Hotels (I) Limited,INE967C01018,NSE
KAMDHENU.NS,Kamdhenu Limited,INE390H01020,NSE
KANANIIND.NS,Kanani Industries Limited,INE879E01037,NSE
KANORICHEM.NS,Kanoria Chemicals & Industries Limited,INE138C01024,NSE
KANPRPLA.NS,Kanpur Plastipack Limited,INE694E01014,NSE
KANSAINER.NS,Kansai Nerolac Paints Limited,INE531A01024,NSE
KAPSTON.NS,Kapston Services Limited,INE542Z01028,NSE
KARMAENG.NS,Karma Energy Limited,INE725L01011,NSE
KARURVYSYA.NS,Karur Vysya Bank Limited,INE036D01028,NSE
KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Limited,INE234I01028,NSE
KAYA.NS,Kaya Limited,INE587G01015,NSE
KAYNES.NS,Kaynes Technology India Limited,INE918Z01012,NSE
KCP.NS,KCP Limited,INE805C01028,NSE
KCPSUGIND.NS,KCP Sugar and Industries Corporation Limited,INE790B01024,NSE
KDDL.NS,KDDL Limited,INE291D01011,NSE
KEC.NS,KEC International Limited,INE389H01022,NSE
KEEPLEARN.NS,DSJ Keep Learning Limited,INE055C01020,NSE
KEI.NS,KEI Industries Limited,INE878B01027,NSE
KELLTONTEC.NS,Kellton Tech Solutions Limited,INE164B01030,NSE
KENNAMET.NS,Kennametal India Limited,INE717A01029,NSE
KERNEX.NS,Kernex Microsystems (India) Limited,INE202H01019,NSE
KESORAMIND.NS,Kesoram Industries Limited,INE087A01019,NSE
KEYFINSERV.NS,Keynote Financial Services Limited,INE681C01015,NSE
KFINTECH.NS,Kfin Technologies Limited,INE138Y01010,NSE
KHADIM.NS,Khadim India Limited,INE834I01025,NSE
KHANDSE.NS,Khandwala Securities Limited,INE060B01014,NSE
KICL.NS,Kalyani Investment Company Limited,INE029L01018,NSE
KILITCH.NS,Kilitch Drugs (India) Limited,INE729D01010,NSE
KIMS.NS,Krishna Institute of Medical Sciences Limited,INE967H01025,NSE
KINGFA.NS,Kingfa Science & Technology (India) Limited,INE473D01015,NSE
KIOCL.NS,KIOCL Limited,INE880L01014,NSE
KIRANVYPAR.NS,Kiran Vyapar Limited,INE555P01013,NSE
KIRIINDUS.NS,Kiri Industries Limited,INE415I01015,NSE
KIRLFER.NS,Kirloskar Ferrous Industries Limited,INE884B01025,NSE
KIRLOSBROS.NS,Kirloskar Brothers Limited,INE732A01036,NSE
KIRLOSENG.NS,Kirloskar Oil Engines Limited,INE146L01010,NSE
KIRLOSIND.NS,Kirloskar Industries Limited,INE250A01039,NSE
KIRLPNU.NS,Kirloskar Pneumatic Company Limited,INE811A01020,NSE
KISSHT.NS,OnEMI Technology Solutions Limited,INE12F801023,NSE
KITEX.NS,Kitex Garments Limited,INE602G01020,NSE
KKCL.NS,Kewal Kiran Clothing Limited,INE401H01017,NSE
KLBRENG-B.NS,Kilburn Engineering Limited,INE338F01015,NSE
KMEW.NS,Knowledge Marine & Engineering Works Limited,INE0CJD01029,NSE
KMSUGAR.NS,K.M.Sugar Mills Limited,INE157H01023,NSE
KNAGRI.NS,KN Agri Resources Limited,INE0KNW01016,NSE
KNRCON.NS,KNR Constructions Limited,INE634I01029,NSE
KOHINOOR.NS,Kohinoor Foods Limited,INE080B01012,NSE
KOKUYOCMLN.NS,Kokuyo Camlin Limited,INE760A01029,NSE
KOLTEPATIL.NS,Kolte - Patil Developers Limited,INE094I01018,NSE
KOPRAN.NS,Kopran Limited,INE082A01010,NSE
KOTAKBANK.NS,Kotak Mahindra Bank Limited,INE237A01036,NSE
KOTARISUG.NS,Kothari Sugars And Chemicals Limited,INE419A01022,NSE
KOTHARIPET.NS,Kothari Petrochemicals Limited,INE720A01015,NSE
KOTHARIPRO.NS,Kothari Products Limited,INE823A01017,NSE
KOTIC.NS,Kothari Industrial Corporation Limited,INE972A01020,NSE
KOTYARK.NS,Kotyark Industries Limited,INE0J0B01017,NSE
KOVAI.NS,Kovai Medical Center & Hospital Limited,INE177F01017,NSE
KPEL.NS,K.P. Energy Limited,INE127T01021,NSE
KPIGREEN.NS,KPI Green Energy Limited,INE542W01025,NSE
KPIL.NS,Kalpataru Projects International Limited,INE220B01022,NSE
KPITTECH.NS,KPIT Technologies Limited,INE04I401011,NSE
KPL.NS,Kwality Pharmaceuticals Limited,INE552U01010,NSE
KPRMILL.NS,K.P.R. Mill Limited,INE930H01031,NSE
KRBL.NS,KRBL Limited,INE001B01026,NSE
KRIDHANINF.NS,Kridhan Infra Limited,INE524L01026,NSE
KRISHANA.NS,Krishana Phoschem Limited,INE506W01012,NSE
KRISHIVAL.NS,Krishival Foods Limited,INE0GGO01015,NSE
KRISHNADEF.NS,Krishna Defence And Allied Industries Limited,INE0J5601015,NSE
KRITIKA.NS,Kritika Wires Limited,INE00Z501029,NSE
KRN.NS,KRN Heat Exchanger and Refrigeration Limited,INE0Q3J01015,NSE
KRONOX.NS,Kronox Lab Sciences Limited,INE0ATZ01017,NSE
KROSS.NS,Kross Limited,INE0O6601022,NSE
KRSNAA.NS,Krsnaa Diagnostics Limited,INE08LI01020,NSE
KRYSTAL.NS,Krystal Integrated Services Limited,INE0QN801017,NSE
KSB.NS,Ksb Limited,INE999A01023,NSE
KSCL.NS,Kaveri Seed Company Limited,INE455I01029,NSE
KSHINTL.NS,KSH International Limited,INE987S01020,NSE
KSL.NS,Kalyani Steels Limited,INE907A01026,NSE
KSOLVES.NS,Ksolves India Limited,INE0D6I01023,NSE
KTKBANK.NS,The Karnataka Bank Limited,INE614B01018,NSE
KUANTUM.NS,Kuantum Papers Limited,INE529I01021,NSE
KWIL.NS,Kwality Wall's (India) Limited,INE2KCE01013,NSE
LAGNAM.NS,Lagnam Spintex Limited,INE548Z01017,NSE
LAHOTIOV.NS,Lahoti Overseas Limited,INE515C01023,NSE
LAL.NS,Lorenzini Apparels Limited,INE740X01023,NSE
LALPATHLAB.NS,Dr. Lal Path Labs Ltd.,INE600L01024,NSE
LAMBODHARA.NS,Lambodhara Textiles Limited,INE112F01022,NSE
LANDMARK.NS,Landmark Cars Limited,INE559R01029,NSE
LANDSMILL.NS,Landsmill Green Limited,INE688J01023,NSE
LAOPALA.NS,La Opala RG Limited,INE059D01020,NSE
LATENTVIEW.NS,Latent View Analytics Limited,INE0I7C01011,NSE
LATTEYS.NS,Latteys Industries Limited,INE262Z01023,NSE
LAURUSLABS.NS,Laurus Labs Limited,INE947Q01028,NSE
LAXMIDENTL.NS,Laxmi Dental Limited,INE0WO601020,NSE
LEMERITE.NS,Le Merite Exports Limited,INE0G1L01017,NSE
LEMONTREE.NS,Lemon Tree Hotels Limited,INE970X01018,NSE
LENSKART.NS,Lenskart Solutions Limited,INE956O01016,NSE
LFIC.NS,Lakshmi Finance & Industrial Corporation Limited,INE850E01012,NSE
LGBBROSLTD.NS,LG Balakrishnan & Bros Limited,INE337A01034,NSE
LGEINDIA.NS,LG Electronics India Limited,INE324D01010,NSE
LGHL.NS,Laxmi Goldorna House Limited,INE258Y01016,NSE
LIBAS.NS,Libas Consumer Products Limited,INE908V01012,NSE
LIBERTSHOE.NS,Liberty Shoes Limited,INE557B01019,NSE
LICHSGFIN.NS,LIC Housing Finance Limited,INE115A01026,NSE
LICI.NS,Life Insurance Corporation Of India,INE0J1Y01017,NSE
LINC.NS,Linc Limited,INE802B01027,NSE
LINCOLN.NS,Lincoln Pharmaceuticals Limited,INE405C01035,NSE
LINDEINDIA.NS,Linde India Limited,INE473A01011,NSE
LLOYDSENGG.NS,LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,NSE
LLOYDSENT.NS,Lloyds Enterprises Limited,INE080I01025,NSE
LLOYDSME.NS,Lloyds Metals And Energy Limited,INE281B01032,NSE
LMW.NS,LMW Limited,INE269B01029,NSE
LODHA.NS,Lodha Developers Limited,INE670K01029,NSE
LORDSCHLO.NS,Lords Chloro Alkali Limited,INE846D01012,NSE
LOTUSDEV.NS,Sri Lotus Developers and Realty Limited,INE0V9Q01010,NSE
LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited,INE947I01017,NSE
LOVABLE.NS,Lovable Lingerie Limited,INE597L01014,NSE
LT.NS,Larsen & Toubro Limited,INE018A01030,NSE
LTF.NS,L&T Finance Limited,INE498L01015,NSE
LTFOODS.NS,LT Foods Limited,INE818H01020,NSE
LTM.NS,LTM Limited,INE214T01019,NSE
LTTS.NS,L&T Technology Services Limited,INE010V01017,NSE
LUMAXIND.NS,Lumax Industries Limited,INE162B01018,NSE
LUMAXTECH.NS,Lumax Auto Technologies Limited,INE872H01027,NSE
LUPIN.NS,Lupin Limited,INE326A01037,NSE
LUXIND.NS,Lux Industries Limited,INE150G01020,NSE
LXCHEM.NS,Laxmi Organic Industries Limited,INE576O01020,NSE
LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited,INE142K01011,NSE
M%26M.NS,Mahindra & Mahindra Limited,INE101A01026,NSE
M%26MFIN.NS,Mahindra & Mahindra Financial Services Limited,INE774D01024,NSE
MAANALU.NS,Maan Aluminium Limited,INE215I01027,NSE
MACPOWER.NS,Macpower CNC Machines Limited,INE155Z01011,NSE
MADHAV.NS,Madhav Marbles and Granites Limited,INE925C01016,NSE
MADHAVIPL.NS,Madhav Infra Projects Limited,INE631R01026,NSE
MADRASFERT.NS,Madras Fertilizers Limited,INE414A01015,NSE
MAFATIND.NS,Mafatlal Industries Limited,INE270B01035,NSE
MAGADSUGAR.NS,Magadh Sugar & Energy Limited,INE347W01011,NSE
MAHABANK.NS,Bank of Maharashtra,INE457A01014,NSE
MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited,INE843B01013,NSE
MAHEPC.NS,Mahindra EPC Irrigation Limited,INE215D01010,NSE
MAHESHWARI.NS,Maheshwari Logistics Limited,INE263W01010,NSE
MAHLIFE.NS,Mahindra Lifespace Developers Limited,INE813A01018,NSE
MAHLOG.NS,Mahindra Logistics Limited,INE766P01016,NSE
MAHSCOOTER.NS,Maharashtra Scooters Limited,INE288A01013,NSE
MAHSEAMLES.NS,Maharashtra Seamless Limited,INE271B01025,NSE
MAITHANALL.NS,Maithan Alloys Limited,INE683C01011,NSE
MAJESAUT.NS,Majestic Auto Limited,INE201B01022,NSE
MALLCOM.NS,Mallcom (India) Limited,INE389C01015,NSE
MALUPAPER.NS,Malu Paper Mills Limited,INE383H01017,NSE
MAMATA.NS,Mamata Machinery Limited,INE0TO701015,NSE
MANAKALUCO.NS,Manaksia Aluminium Company Limited,INE859Q01017,NSE
MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,INE830Q01018,NSE
MANAKSIA.NS,Manaksia Limited,INE015D01022,NSE
MANALIPETC.NS,Manali Petrochemicals Limited,INE201A01024,NSE
MANAPPURAM.NS,Manappuram Finance Limited,INE522D01027,NSE
MANBA.NS,Manba Finance Limited,INE939X01013,NSE
MANCREDIT.NS,Mangal Credit and Fincorp Limited,INE545L01039,NSE
MANGLMCEM.NS,Mangalam Cement Limited,INE347A01017,NSE
MANINDS.NS,Man Industries (India) Limited,INE993A01026,NSE
MANINFRA.NS,Man Infraconstruction Limited,INE949H01023,NSE
MANKIND.NS,Mankind Pharma Limited,INE634S01028,NSE
MANOMAY.NS,Manomay Tex India Limited,INE784W01015,NSE
MANORAMA.NS,Manorama Industries Limited,INE00VM01036,NSE
MANORG.NS,Mangalam Organics Limited,INE370D01013,NSE
MANUGRAPH.NS,Manugraph India Limited,INE867A01022,NSE
MANYAVAR.NS,Vedant Fashions Limited,INE825V01034,NSE
MAPMYINDIA.NS,C.E. Info Systems Limited,INE0BV301023,NSE
MARATHON.NS,Marathon Nextgen Realty Limited,INE182D01020,NSE
MARICO.NS,Marico Limited,INE196A01026,NSE
MARINE.NS,Marine Electricals (India) Limited,INE01JE01028,NSE
MARKOLINES.NS,Markolines Pavement Technologies Limited,INE0FW001016,NSE
MARKSANS.NS,Marksans Pharma Limited,INE750C01026,NSE
MARSONS.NS,Marsons Limited,INE415B01044,NSE
MARUTI.NS,Maruti Suzuki India Limited,INE585B01010,NSE
MASFIN.NS,MAS Financial Services Limited,INE348L01012,NSE
MASTEK.NS,Mastek Limited,INE759A01021,NSE
MASTERTR.NS,Master Trust Limited,INE677D01037,NSE
MATRIMONY.NS,Matrimony.Com Limited,INE866R01028,NSE
MAXESTATES.NS,Max Estates Limited,INE03EI01018,NSE
MAXHEALTH.NS,Max Healthcare Institute Limited,INE027H01010,NSE
MAXIND.NS,Max India Limited,INE0CG601016,NSE
MAYURUNIQ.NS,Mayur Uniquoters Ltd,INE040D01038,NSE
MAZDA.NS,Mazda Limited,INE885E01042,NSE
MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,INE249Z01020,NSE
MBAPL.NS,Madhya Bharat Agro Products Limited,INE900L01010,NSE
MBEL.NS,M & B Engineering Limited,INE08N601015,NSE
MCCHRLS-B.NS,Mac Charles India Limited,INE435D01014,NSE
MCLOUD.NS,Magellanic Cloud Limited,INE613C01026,NSE
MCX.NS,Multi Commodity Exchange of India Limited,INE745G01043,NSE
MEDANTA.NS,Global Health Limited,INE474Q01031,NSE
MEDIASSIST.NS,Medi Assist Healthcare Services Limited,INE456Z01021,NSE
MEDICAMEQ.NS,Medicamen Biotech Limited,INE646B01010,NSE
MEDICO.NS,Medico Remedies Limited,INE630Y01024,NSE
MEDPLUS.NS,Medplus Health Services Limited,INE804L01022,NSE
MEESHO.NS,Meesho Limited,INE0VDM01015,NSE
MEGASTAR.NS,Megastar Foods Limited,INE00EM01016,NSE
MENNPIS.NS,Menon Pistons Limited,INE650G01029,NSE
MENONBE.NS,Menon Bearings Limited,INE071D01033,NSE
MERCANTILE.NS,Mercantile Ventures Limited,INE689O01013,NSE
METROBRAND.NS,Metro Brands Limited,INE317I01021,NSE
METROGLOBL.NS,Metroglobal Limited,INE085D01033,NSE
METROPOLIS.NS,Metropolis Healthcare Limited,INE112L01020,NSE
MFML.NS,Mahalaxmi Fabric Mills Limited,INE0US801024,NSE
MFSL.NS,Max Financial Services Limited,INE180A01020,NSE
MGEL.NS,Mangalam Global Enterprise Limited,INE0APB01032,NSE
MGL.NS,Mahanagar Gas Limited,INE002S01010,NSE
MHLXMIRU.NS,Mahalaxmi Rubtech Limited,INE112D01035,NSE
MHRIL.NS,Mahindra Holidays & Resorts India Limited,INE998I01010,NSE
MICEL.NS,MIC Electronics Limited,INE287C01037,NSE
MIDHANI.NS,Mishra Dhatu Nigam Limited,INE099Z01011,NSE
MIDWESTLTD.NS,Midwest Limited,INE0XAD01024,NSE
MINDACORP.NS,Minda Corporation Limited,INE842C01021,NSE
MINDTECK.NS,Mindteck (India) Limited,INE110B01017,NSE
MIRCELECTR.NS,MIRC Electronics Limited,INE831A01028,NSE
MIRZAINT.NS,Mirza International Limited,INE771A01026,NSE
